player_name,college,rank,height,weight,bats/throws,hometown,drafted,debuted,travel_team,notes,class_year
Osiris Johnson,Cal State Fullerton,37,6-1,185,R/R,"Alameda, CA",Rd 2 by Marlins (2018),None,NorCal Scarlet,Showed big power potential at PG National. PG All American,2018
Elijah Cabell,Florida State,38,6-2,195,R/R,"Winter Park, FL",Rd 14 by Brewers (2018),None,Central Florida Gators,Extremely fast bat and the ball just flies off his barrel. Very fun to watch him hit. Huge power at PG National. Very good at WWBA and PG All American,2018
Slade Cecconi,Miami,39,6-4,203,R/R,"Oviedo, FL",Rd 1 Comp by Diamondbacks (2020),None,Orlando Scorpions/Prime,Low 90's and can really pitch. Showed good off speed at PG Junior National. Very high ceiling RHP. Up to 96 mph at PG National,2018
Seth Halvorsen,Missouri,40,6-1,198,R/R,"Plymouth, MN",Rd 19 by Phillies (2021),None,MN Blizzard Elite Blue,"Huge tools at PG National. 6.6 Runner, 95 across IF and 93-94 on the mound. Showed big potential with bat as well. Lights out inning at PG All American Game and up to 96 mph",2018
Nicholas Northcut,Vanderbilt,41,6-0,198,R/R,"Mason, OH",Rd 11 by Red Sox (2018),None,Evoshield Canes,Can flat out rake and also low 90s on the mound. Special bat and hit all summer. Good defensive 3B. PG All American,2018
Grant Lavigne,Wake Forest,42,6-4,230,L/R,"Bedford, NH",Rd 1 by Rockies (2018),None,North East Baseball Rays,Huge power potential. Has swung it very well all year ,2018
Mike Siani,Virginia,43,6-0,195,L/L,"Glenside, PA",Rd 4 by Reds (2018),None,Whiz Kids,Can really swing the bat. Very impressive at TOS,2018
Matt McLain,UCLA,44,5-11,175,S/R,"Tustin, CA",Rd 1 by Reds (2021),None,Evoshield Canes,Very good all around player ,2018
Braxton Ashcraft,Baylor,45,6-5,195,L/R,"Waco, TX",Rd 2 by Pirates (2018),None,Brazos River Wranglers,Easy low 90s at PG National and can really pitch,2018
Gunnar Hoglund,Mississippi,46,6-4,210,L/R,"Hudson, FL",Rd 1 by Blue Jays (2021),None,Central Florida Gator's,Low 90's RHP at WWBA and PG National,2018
Preston Hartsell,Southern California,47,6-0,215,L/L,"Newport Coast, CA",None,None,FTB Tucci 55,Can really swing it with good power. Mashed at WWBA and won HR Derby at PG All American. MVP in Jupiter ,2018
Blaze Alexander,South Carolina,48,6-1,175,R/R,"Cape Coral, FL",Rd 11 by Diamondbacks (2018),None,None,Very good SS who really projects with the bat. 99 mph across the diamond at PG National. PG All American,2018
Simeon Woods Richardson,Texas,49,6-3,200,R/R,"Houston, TX",Rd 2 by Mets (2018),None,Marucci Houston,Easy Low 90's with more in there. Can swing it to,2018
Landon Marceaux,Louisiana State,50,6-0,180,R/R,"Destrehan, LA",Rd 3 by Angels (2021),None,Evoshield Canes 17U,Can flat out pitch and up to 92 mph at PG National. 94 at WWBA and MVPitcher at 17u WWBA,2018
Bobby Witt Jr,Oklahoma,1,6-1,185,R/R,"Colleyville, TX",Rd 1 by Royals (2019),None,EC Sox,Outstanding defensive SS and can really hit. Every time he hit this summer you almost expected a 100+ exit velos and extra bases. 6.4 60 at PG National. Very good in Jupiter,2019
CJ Abrams,Alabama,2,6-2,182,L/R,"Alpharetta, GA",Rd 1 by Padres (2019),None,DRB Elite,Smooth easy swing and ball jumps off his barrel usually to a gap and he uses his 6.2 speed to fly around the bases.,2019
Riley Greene,Florida,3,6-2,190,L/L,"Oviedo, FL",Rd 1 by Tigers (2019),None,FTB Tucci / SF Giants 17u,"Can flat out hit. Finds the barrel almost every AB and ball jumps. Really impressed at WWBA, PG National and PG All American Classic. Mashed in Jupiter ",2019
Daniel Espino,Louisiana State,4,6-4,200,R/R,"Statesboro, GA",Rd 1 by Indians (2019),None,GBSA Rays,"Up to 98 mph at PG National and has shown a wipe out slider. Very good at WWBA, East Coast Pro and PG All American Classic ",2019
Brennan Malone,North Carolina,5,6-5,220,R/R,"Matthews, NC",Rd 1 Comp by Diamondbacks (2019),None,On Deck O's,Arm really works well and up to 96 mph at PG National and breaking ball is showing good progress. Keeps getting better each outing. Lights out at PG All American Classic. Up to 97 mph in Jupiter ,2019
Corbin Carroll,UCLA,6,5-10,170,L/L,"Seattle, WA",Rd 1 by Diamondbacks (2019),None,Canes National & WW Sweets,Outstanding this fall at Ways to Play and in Jupiter.  Bat really impressed at both PG National and TOS. Outstanding at Area Codes and PG Underclass All American Games. MVP of PG All American Classic and a HR Derby finalist. Special bat ,2019
Quinn Priester,TCU,7,6-3,190,R/R,"Cary, IL",Rd 1 by Pirates (2019),None,Blackhawks National,Up to 93 mph at PG National with a lot of life with an outstanding breaking ball,2019
Matthew Allan,Florida,8,6-3,210,R/R,"Sanford, FL",Rd 3 by Mets (2019),None,Canes 17U National,Up to 95 mph and very good at PGNational. Dominant at PG All American Classic ,2019
Brett Baty,Texas,9,6-3,210,L/R,"Spicewood, TX",Rd 1 by Mets (2019),None,Lone Star Baseball Club,Big potential with bat. Impressed at PG National. ,2019
Tyler Callihan,South Carolina,10,6-1,200,L/R,"Neptune Beach, FL",Rd 3 by Reds (2019),None,Elite Squad,Showed big power in his bat this summer with 400+ foot HRs,2019
Rece Hinds,Louisiana State,11,6-4,210,R/R,"Niceville, FL",Rd 2 by Reds (2019),None,EC Sox,Very impressive at WWBA and PG National. Bat really stands out with big power. 98 mph across the IF as well. HR Derby champion at PG All American Classic. Very good in Jupiter ,2019
Jerrion Ealy,Mississippi,12,5-10,192,R/R,"Carthage, MS",Rd 31 by Diamondbacks (2019),None,Team Georgia,"Outstanding athlete. Good hitting tools. Ran 6.13 at PG National, 96 from OF and ball jumps off his barrel ",2019
JJ Goss,Texas A&M,13,6-3,185,R/R,"Cypress, TX",Rd 1 Comp by Rays (2019),None,Hunter Pence Baseball - Danielson,Showed big time stuff at 17u WWBA Playoffs up to 96 mph. Up to 94 mph at PG National and very good at PG All Americal Classic. ,2019
Hunter Barco,Florida,14,6-5,220,L/L,"Jacksonville, FL",Rd 24 by Mets (2019),None,East Cobb Astros,"Up to 94 on the mound. Lights out in Jupiter, PG National and PG All American Classic",2019
Jack Leiter,Vanderbilt,15,6-1,195,R/R,"Summit, NJ",Rd 1 by Rangers (2021),None,Tri State Arsenal,Very good at Area Codes and PG All American Classic. Up to 94 mph at PG National. Lows 90s RHP who showed outstanding pitchability at PG Underclass AA Games,2019
Gunnar Henderson,Auburn,16,6-3,195,L/R,"Selma, AL",Rd 2 by Orioles (2019),None,TPL National,Can flat out swing it! Big potential,2019
Kendall Williams,Vanderbilt,17,6-6,208,R/R,"Olive Branch, MS",Rd 2 by Blue Jays (2019),None,Scorpions Founders Club,Up to 94 at PG National. Outstanding at 17u WWBA and PG All American Classic ,2019
Nasim Nunez,Clemson,18,5-9,160,S/R,"Lawrenceville, GA",Rd 2 by Marlins (2019),None,Team Elite Prime 17u,Special defender in the MIF and bat projects. Very good at PG World and PG National ,2019
Trejyn Fletcher,Vanderbilt,19,6-2,190,R/R,"Portland, ME",Rd 2 by Cardinals (2019),None,Team Elite,New to 2019 Class incredible athlete with 5 tool potential who has hit very well against top level pitching. Big power potential and also low 90s on the mound. ,2019
Keoni Cavaco,San Diego State,20,6-1,185,R/R,"Chula Vista, CA",Rd 1 by Twins (2019),None,San Diego Show,Bat really standing out this spring,2019
Myles Austin,Alabama,21,6-3,177,R/R,"Smyrna, GA",Rd 20 by Brewers (2019),None,FTB,"Outstanding athlete, 92 across the infield, 90 on the mound and bat really projects. Showed big power potential at PG All American Classic. Impressed in Jupiter ",2019
Matthew Thompson,Texas A&M,22,6-3,184,R/R,"Cypress, TX",Rd 2 by White Sox (2019),None,Canes National Baseball,Absolutely dominant at PG All American Classic. Outstanding at WWBA. Up to 96 mph in Jupiter,2019
Maurice Hampton,Louisiana State,23,6-0,195,R/R,"Arlington, TN",Rd 23 by Padres (2019),None,Banditos,Very good hitter who really impressed with the bat at PG World Series and PG National Can really run,2019
Erik Rivera,Florida International,24,6-2,195,L/L,"Caguas, PR",Rd 4 by Angels (2019),None,Florida Legends ,Up to 97 mph from the OF and serious juice in his bat,2019
Anthony Volpe,Vanderbilt,25,5-11,180,R/R,"Watchung, NJ",Rd 1 by Yankees (2019),None,Canes,Very good MIF and good bat to go with it,2019
Brooks Lee,Cal Poly,26,6-1,180,S/R,"San Luis Obispo, CA",Rd 35 by Giants (2019),None,BPA ,Really stood out at 17u PG World Series and in Jupiter ,2019
Connor Walsh,Rice,27,6-2,195,R/R,"Niceville, FL",None,None,2019 Orlando Scorpions Prime,Big time tools at PG National and power in his bat. Very good in Jupiter ,2019
Matthew Lugo,Miami,28,6-1,185,R/R,"Manati, PR",Rd 2 by Red Sox (2019),None,Florida Legends,Showed electric all around tools at PG National. Stood out in Jupiter ,2019
Josh Wolf,Texas A&M,29,6-2,165,R/R,"Bellaire, TX",Rd 2 by Mets (2019),None,Premier Baseball Futures Evans,Always shown good pitchability at PG Tournaments and has seen his velo jump into the mid 90s this spring. ,2019
Bryce Osmond,Oklahoma State,30,6-3,175,R/R,"Tulsa, OK",Rd 35 by Nationals (2019),None,None,Great athlete and was up to 94 on the mound at PG National. Also a 6.4 runner with good hitting tools.,2019
Spencer Jones,Vanderbilt,31,6-7,205,L/L,"Encinitas, CA",Rd 31 by Angels (2019),None,Blackhawks National,Up to 93 on the mound with low 80s hammer. Extremely high ceiling.,2019
Andrew Dalquist,Arizona,32,6-2,170,R/R,"Redondo Beach, CA",Rd 3 by White Sox (2019),None,TB SoCal Baseball,Big velo jump into the mid 90s this spring ,2019
Blake Walston,North Carolina State,33,6-4,172,L/L,"Wilmington, NC",Rd 1 by Diamondbacks (2019),None,Rock Solid Tucci,Projectable LHP who spins it well and throws easy low 90s,2019
Sammy Siani,Duke,34,5-11,175,L/L,"Glenside, PA",Rd 1 Comp by Pirates (2019),None,Philadelphia Whiz Kids,Very good at WWBA this summer and really hit well in Jupiter ,2019
Joe Charles,North Carolina,35,6-3,190,R/R,"Celebration, FL",Rd 25 by Mets (2019),None,Orlando Scorpions,96 at 17u WWBA. Up to 94 mph at Junior National and set and event record throwing 98 mph from OF. Juice in bat,2019
Kyren Paris,California,36,6-0,167,R/R,"Oakley, CA",Rd 2 by Angels (2019),None,Show California,Can really play. Fun to watch at PG National. Power to come with more strength. Very young for the class ,2019
Derek Diamond,Mississippi,37,6-2,185,R/R,"Ramona, CA",Rd 40 by Diamondbacks (2019),None,Garciaparra Baseball Group,Up to 93 and very good at PG National.,2019
Hayden Mullins,Auburn,38,6-0,190,L/L,"Gallatin, TN",None,None,Rawlings Southeast Prospects,Up to 92 mph at PG National,2019
Trevor McDonald,South Alabama,39,6-2,180,R/R,"Lucedale, MS",Rd 11 by Giants (2019),None,Deep South Reds 18u,"Was absolutely electric at PG World! FB up to 95 mph with life, 2 quality breaking balls and showed the potential for a plus change. ",2019
Riley Cornelio,TCU,40,6-3,193,R/R,"Monument, CO",None,None,Slammers-Cronican,Up to 93 at PG National,2019
Jason Hodges,Arkansas,41,6-3,210,R/R,"Park Forest, IL",Rd 34 by Reds (2019),None,Chi-Town Cream,Big power in his bat. Outstanding in Jupiter ,2019
Cade Doughty,Louisiana State,42,6-1,195,R/R,"Denham Springs, LA",Rd 39 by Tigers (2019),None,EvoShield Canes,Can really hit and just an outstanding all around player,2019
Jack Kochanowicz,Virginia,43,6-6,220,L/R,"Bala Cynwyd, PA",Rd 3 by Angels (2019),None,Banditos Scout Team,Big projection and already very good. Up to 94 in Jupiter ,2019
Hayden Dunhurst,Mississippi,44,5-11,208,S/R,"Carriere, MS",Rd 37 by Rockies (2019),None,East Coast Sox Scout,Showed outstanding defensive tools at PG National. Big power potential at Junior National and PG Underclass All American Games. Really hit well in Jupiter ,2019
Mack Anglin,Clemson,45,6-5,195,R/R,"Marengo, OH",Rd 13 by Nationals (2021),None,Team Elite Prime,Up to 93 MPH at PG National with very good breaking ball,2019
Hayden Travinski,Louisiana State,46,6-3,234,R/R,"Shreveport, LA",None,None,Canes American,Big power in his bat. Lots of loud contact at PG National including a HR,2019
Chris Newell,Virginia,47,6-2,190,L/L,"Newtown Square, PA",Rd 37 by Cardinals (2019),None,Canes National,Really impressed at WWBA this summer,2019
Landon Sims,Mississippi State,48,6-2,215,R/R,"Cumming, GA",None,None,Team Elite Prime,Up to 97 at 17u  WWBA ,2019
Evan Fitterer,UCLA,49,6-3,195,R/R,"Aliso Viejo, CA",Rd 5 by Marlins (2019),None,Saddleback Cowboys,Very good in Jupiter ,2019
Jamari Baylor,None,50,5-11,193,R/R,"Glen Allen, VA",Rd 3 by Phillies (2019),None,Virginia Cardinals,Showed  big two way ability at PG National. Mashed in Jupiter ,2019
Zac Veen,Florida,1,6-4,195,L/R,"Port Orange, FL",Rd 1 by Rockies (2020),None,Orlando Scorpions 2020 Founders Club,Can really swing it. Big power potential. Very good at PG National ,2020
Jordan Walker,Duke,2,6-5,220,R/R,"Stone Mountain, GA",Rd 1 by Cardinals (2020),None,Team Elite Scout Team,Power is coming in a big way. Outstanding at PGAAC.  A lot of loud contact at PG National and defense stands out at 3B.  .Showed big potential with bat at PG Underclass All American Games,2020
Blaze Jordan,Mississippi State,3,6-2,222,R/R,"Southaven, MS",Rd 3 by Red Sox (2020),None,Dulins Dodgers,New to 2020 class after being #1 from the start in 2021 class and jumps right to the top of 2020 list with his light tower power and outstanding hit tool to go with it that plays in games. Big arm strength and athleticism to project at any corner position. Very loud fall including the top exit velocity in Jupiter,2020
Austin Hendrick,Mississippi State,4,6-1,205,L/L,"Oakdale, PA",Rd 1 by Reds (2020),None,Team Elite Prime,"Showed huge power at PG National, Just continues to flat out mash. Seems like you can count on loud contact every time he is up. MVP of 2017 15u PG World Series",2020
Jared Kelley,Texas,5,6-2,200,R/R,"Refugio, TX",Rd 2 by White Sox (2020),None,None,Up to 99 and dominant at PG All American. FB up to 98 mph at PG National and showed an outstanding breaking ball to go with it. ,2020
Mick Abel,Oregon State,6,6-5,198,R/R,"Cedar Mill, OR",Rd 1 by Phillies (2020),None,Gunderson Baseball,Got the start for the West at PG All American. Absolutely electric at PG National running his FB up to 97 mph with minimal effort and still projects for more. Showed a plus slider at 86 mph as well. PG Select 14u Alum ,2020
Ed Howard,Oklahoma,7,6-2,185,R/R,"Lynwood, IL",Rd 1 by Cubs (2020),None,Chicago White Sox ACE 2020,Showed big potential with bat at WWBA and followed up with outstanding showing at PG National. Sky is the limit for him. ,2020
Robert Hassell III,Vanderbilt,8,6-2,190,L/L,"Franklin, TN",Rd 1 by Padres (2020),None,Middle Tennessee Outlaws,BIg time LH bat that really projects. Very good at PG National ,2020
Chase Davis,Arizona,9,6-1,211,L/L,"Elk Grove, CA",None,None,MLB Breakthrough Series,Showed big tools at PG National including throwing 99 from OF and has serious thunder in his bat. Absolutely mashed at WWBA Underclass. Big potential with bat and very impressive in Jupiter ,2020
Alex Santos,Maryland,10,6-4,204,R/R,"Bronx, NY",Rd 2 Comp by Astros (2020),None,Team Citius,Outstanding at PG All American. Up to 95 with a hammer. Up to 93 mph and very good at PG National ,2020
Masyn Winn,Arkansas,11,5-11,180,R/R,"Kingwood, TX",Rd 2 by Cardinals (2020),None,Sticks Baseball,Incredible performance in Jupiter 94-98 mph with a hammer and hit a HR in the same game. Outstanding at WWBA both on the mound and with bat. Real fun to watch play. 98 across infield at PG Junior National ,2020
Nick Bitsko,Virginia,12,6-4,220,R/R,"Doylestown, PA",Rd 1 by Rays (2020),None,East Coast Sox,None,2020
Dylan Crews,Louisiana State,13,6-0,195,R/R,"Longwood, FL",None,None,Scorpions 2019 Founders Club,Can really swing the bat. Bat really stood out at PG National and PG Underclass All American Games. Just always hits no matter where he is at. Outstanding at National Underclass Main Event ,2020
Tyler Soderstrom,UCLA,14,6-2,190,L/R,"Turlock, CA",Rd 1 by Athletics (2020),None,Norcal,Elite LHH bat that really stood out at PG National ,2020
Pete Crow-Armstrong,Vanderbilt,15,6-1,175,L/L,"Sherman Oaks, CA",Rd 1 by Mets (2020),None,Pacific Baseball Academy,Really fun to watch play. Very good in the OF and big potential with the bat. Very good at PG National ,2020
Mario Zabala,Florida International,16,6-2,195,R/R,"San Juan, PR",None,None,Ibahs Knights,Big all around tools that really stood out at PG National. Outstanding at PG World where he ran a 6.28 60 yard dash.  Very good at PG Underclass AA Games. Outstanding in Jupiter,2020
Carson Montgomery,Florida State,17,6-2,208,R/R,"Windermere, FL",None,None,Power Baseball,"Up to 94 mph at Junior National with very good slider, Up to 96 mph at WWBA. Mid 90s and pitched well at PG National ",2020
Daxton Fulton,Oklahoma,18,6-6,220,L/L,"Oklahoma City, OK",Rd 2 by Marlins (2020),None,MVP-Seng,Lights out performance at PG National and followed that up by striking out the side at PG All American Game. Up to 93 mph and can really pitch. ,2020
Coby Mayo,Florida,19,6-4,215,R/R,"Coral Springs, FL",Rd 4 by Orioles (2020),None,Elite Squad National,Big power in his bat and it plays in games. Very good showing at PG National ,2020
Jared Jones,Texas,20,6-2,175,R/R,"Whittier, CA",Rd 2 by Pirates (2020),None,BPA,Up to 96 mph at PG National and also threw 100 mph from the OF,2020
Kyle Harrison,UCLA,21,6-2,200,R/L,"Danville, CA",Rd 3 by Giants (2020),None,Danville Hoots,Electric performance at PG National running his FB up to 93 mph in two dominant innings. ,2020
Drew Romo,Louisiana State,22,6-1,210,S/R,"The Woodlands, TX",Rd 1 Comp by Rockies (2020),None,Banditos Scout Team,Elite defensive skills and has the hitting tools to go with it. Very good a PG National and at PG Junior National in 2018,2020
Slade Wilks,Southern Miss,23,6-2,215,L/R,"Columbia, MS",None,None,EC Sox,Big power at PG Underclass All American Games including a game HR. Very good at PG National ,2020
Alejandro Rosario,Miami,24,6-1,165,R/R,"Miami, FL",None,None,Elite Squad,New to 2020 class and showed mid to better 90s this HS season,2020
Cayden Wallace,Arkansas,25,6-1,205,R/R,"Greenbrier, AR",None,None,Arkansas Prospects Menard,Big power potential in his bat. Very good at PG National. Also big prospect on the mound up to 91 at Junior National. Ran a 6.69 60. Mashed at WWBA with multiple 100+ exit velos ,2020
Ryan Hagenow,Kentucky,26,6-5,208,R/R,"Knoxville, TN",None,None,eXposure Baseball,6 up 6 down at PG National striking out all 6 batters. FB up to 92 and really projects. ,2020
Cade Horton,Oklahoma,27,6-2,190,R/R,"Norman, OK",None,None,MVP-Seng,Interesting two way prospect at PG National. Looked great in the IF with plenty of juice in his bat and up to 95 mph on the mound. ,2020
Ty Floyd,Louisiana State,28,6-2,190,R/R,"Rockmart, GA",None,None,643 DP Cougars/Pralgo,Up to 95 mph and misses barrels ,2020
Carter Baumler,TCU,29,6-2,195,R/R,"Grimes, IA",Rd 5 by Orioles (2020),None,HS Team,Dominant performance at PG National running his fastball up to 93 mph with a dominant breaking ball ,2020
Kevin Parada,Georgia Tech,30,6-0,192,R/R,"Pasadena, CA",None,None,GBG Marucci Navy 2020,Outstanding in Jupiter and PG National. Always hits ,2020
Brandon Fields,South Carolina,31,6-0,200,R/R,"Orlando, FL",None,None,FTB Scout Team,Bat showed big potential at PG National. Has impressed at many WWBA and BCS Tournaments,2020
Yohandy Morales,Miami,32,6-4,195,R/R,"Miami, FL",None,None,MVP Banditos,Big potential with bat. Very good both in Fort Myers and Jupiter this fall,2020
Jace Bohrofen,Oklahoma,33,6-2,195,L/R,"Oklahoma City, OK",None,None,MVP-Seng,Always hits. Big performance at PG National ,2020
Victor Mederos,Miami,34,6-3,210,R/R,"Miami, FL",None,None,MVP Banditos,Outstanding at PG Junior National. Easy low 90s up to 94 and can pitch. Huge ceiling. Up to 90 at PG Select 14u and projects very well. ,2020
Jack Bulger,Vanderbilt,35,6-0,205,R/R,"Bowie, MD",None,None,Team Elite Prime,Big power potential in his bat. Ball is loud off his barrel ,2020
Jake DeLeo,Georgia Tech,36,6-2,200,R/R,"Norwalk, CT",None,None,Dirtbags Skrap Pak,Showed big tools at PG National ,2020
Ryan Bruno,Stanford,37,6-3,200,L/L,"Wellington, FL",None,None,East Coast Sox,Up to 94 mph at PG National and 96 at PG All American and WWBA,2020
Maxwell Carlson,North Carolina,38,6-1,175,R/R,"Savage, MN",None,None,Minnesota Blizzard,Low 90s RHP and was very good at PG National. Absolutely dominated in 2019,2020
Drew Bowser,Stanford,39,6-3,205,R/R,"Encino, CA",None,None,Pacific Baseball Academy,"Took home all the hardware at PG All American Game. MVP, HR Challenge Champion and raised the most money for Rady Children's hospital. Bat really projects",2020
Ben Hernandez,Illinois-Chicago,40,6-2,205,R/R,"Chicago, IL",Rd 2 by Royals (2020),None,Top Tier American,Up to 93 mph at PG National and can really pitch ,2020
Michael Brown,Washington,41,6-5,230,L/L,"Vacaville, CA",None,None,Show California,Showed huge power at PG Underclass AA Games in BP and then hit a long HR in Games in 2018 and followed that up with a no doubt bomb at 2019 PG National. Elite power that plays in games ,2020
AJ Vukovich,Louisville,42,6-5,210,R/R,"Mukwonago, WI",Rd 4 by Diamondbacks (2020),None,Hitters 2020,Big power in his bat and it plays in games. Very good at PG National ,2020
Isaiah Greene,Missouri,43,6-1,180,L/L,"Eastvale, CA",Rd 2 Comp by Mets (2020),None,PFA- CAV,None,2020
Nate Wohlgemuth,Arkansas,44,5-11,195,R/R,"Owasso, OK",None,None,Oklahoma Fuel,"97 mph at WWBA and dominant, Up to 93 mph at PG Junior National. Big time arm already low 90's on the mound and threw 97 mph from OF at Midwest Top. No hitter in Jupiter ",2020
Milan Tolentino,UCLA,45,6-1,180,L/R,"Mission Viejo, CA",Rd 4 by Indians (2020),None,Saddleback Cowboys,Easy actions in the infield and big potential with the bat. Very good at PG National,2020
Ethan Long,Arizona State,46,6-2,215,R/R,"Gilbert, AZ",None,None,Team Elite Prime 16u,"Has been up to 97 on the mound, 97 from OF, 96 across the IF and big juice in his bat",2020
Kemp Alderman,Mississippi,47,6-4,240,R/R,"Decatur, MS",None,None,Yalobusha Giants,Big juice in his bat,2020
Justin Lange,Dallas Baptist,48,6-4,190,R/R,"Llano, TX",Rd 1 Comp by Padres (2020),None,GPS Texas 17U Puffer,None,2020
Jackson Miller,Wake Forest,49,6-1,210,L/R,"Trinity, FL",Rd 2 Comp by Reds (2020),None,Top Tier Roos Baseball,Really swings the bat well. ,2020
Cam Brown,TCU,50,6-3,200,R/R,"Flower Mound, TX",None,None,DBAT Elite-Tompkins,Very interesting RHP who projects well. Mid 90s with very good breaking ball ,2020
Brady House,Tennessee,1,6-3,210,R/R,"Winder, GA",Rd 1 by Nationals (2021),None,Team Elite Prime,"Physically impressive with smooth actions & a good arm across; strong RH swing & can hit for average & power. Up to 96 mph on the bump, too. Exceptional at the PGHS Showdown showing power, speed and a refined defensive approach.",2021
Marcelo Mayer,Southern California,2,6-3,190,L/R,"Chula Vista, CA",Rd 1 by Red Sox (2021),None,San Diego Show,Smooth lefthanded stroke with fluidity through zone; sound actions up the middle; lots of projection and one to follow closely,2021
Jordan Lawlar,Vanderbilt,3,6-2,185,R/R,"Irving, TX",Rd 1 by Diamondbacks (2021),None,Dallas Tigers,"High level athlete up the middle; above average run tool; short, repeatable RH swing with lots of barrel and jump coming off; stood out at 16u WWBA. A PG National standout with excellent defensive actions and the body and swing that project big, but already showing in game production.",2021
Jackson Jobe,Mississippi,4,6-2,190,R/R,"Oklahoma City, OK",Rd 1 by Tigers (2021),None,Thrive Baseball,Excellent over athlete and put up great overall numbers at the PG National. Ran his fastball up to 96 and his slider has an exceptionally high spin rate. ,2021
Kahlil Watson,North Carolina State,5,5-11,168,L/R,"Wake Forest, NC",Rd 1 by Marlins (2021),None,Dirtbags Haynes,"Explosive tools across the board; continued ascent throughout summer & into fall; fast hands offensively, present juice w/ excellent barrel skills; stands out defensively, big arm across. ",2021
James Wood,Mississippi State,6,6-6,240,L/R,"Olney, MD",Rd 2 by Padres (2021),None,Dirtbags 2021,"Ultra-projectable 6-6 frame; easy power with big jump and backspin to all fields; moves well & shows a strong arm. Easy to see the power potential at the PG National, the overall skill set continues to trend upward in a big way. ",2021
Joshua Baez,Vanderbilt,7,6-3,220,R/R,"Boston, MA",Rd 2 by Cardinals (2021),None,Beast Mode Prime 2021,"Physical build with standout tools; big present power & more to come; big performance at WWBA Underclass with the bat; up to 92 mph as well. The Elite tools were on displays at the PG National and pretty polished in the box too. Big raw velocity on the mound, as well, peaking at 96. ",2021
Benny Montgomery,Virginia,8,6-4,200,R/R,"Lewisberry, PA",Rd 1 by Rockies (2021),None,Team Elite,"Put on an absolute show at National Underclass Main Event establishing himself as one of the top prospects in the class. 6.42 60, 97 from OF, 103 mph exit velo, 84.80 Max Barrel Speed and absolutely mashed in games including a no doubt HR. The loudest overall set of tools at the PG National. Very few have the type of power/speed combo he possesses. ",2021
Chase Petty,Florida,9,6-1,185,R/R,"Somers Point, NJ",Rd 1 by Twins (2021),None,BPC Oilers,"Up to 94 at PG Underclass All American Games; electric arm speed from tough slot, generates big life to FB; slider bites hard & late in low-80s. Up to 97 at the PG National and 98 a the PG Elite. He may have the best arm speed in the class. Very good athlete too. ",2021
Andrew Painter,Florida,10,6-7,230,R/R,"Pompano Beach, FL",Rd 1 by Phillies (2021),None,Elite Squad 17u National,"Up to 94 mph at PG Junior National, controls delivery well & fills the zone; fastball jumps and more to come, feel for CB & SL. Up to 96 at the PG National with a 4-pitch mix and still has projection to go along with his current polish.",2021
Harry Ford,Georgia Tech,11,5-10,200,R/R,"Kennesaw, GA",Rd 1 by Mariners (2021),None,East Cobb Astros,"Good athlete with big arm strength behind the plate; fast-twitch, ran a 6.50 at PG National with 85 mph down to second, big raw strength too",2021
Alex Mooney,Duke,12,6-1,175,R/R,"Rochester Hills, MI",None,None,Canes National 17u,"Bat really projects & solid skills up the middle; impressed at Great Lakes Indoor, 6.8 speed & highly intriguing tools that played all summer. The PG National proved the massive overall toolset. Fluid, graceful and loads of upside remain even though he is already a consistent performer. ",2021
Bubba Chandler,Clemson,13,6-3,201,S/R,"Bogart, GA",Rd 3 by Pirates (2021),None,East Cobb Yankees,Easy upper 80s and can really pitch ,2021
Ian Moller,Louisiana State,14,6-1,207,R/R,"Dubuque, IA",Rd 4 by Rangers (2021),None,MLB Breakthrough Series,Advanced catch & throws skills and talented receiver; physical build with home run power right now; handles the barrel well; loud fall season. One of the best position workouts at the PG National and loud contact during games to follow. Elite in drills and games.,2021
Joe Mack,Clemson,15,6-1,203,L/R,"Williamsville, NY",Rd 1 Comp by Marlins (2021),None,East Cobb Astros 17U,Big LH bat to follow closely; impressed with bat speed and juice at Underclass & Jupiter; good athlete with big arm strength behind dish. Continues to hit at every stop and the PG National just added to his offensive resume. ,2021
Daylen Lile,Louisville,16,6-0,195,L/R,"Louisville, KY",Rd 2 by Nationals (2021),None,17U Canes National,"Natural feel for the barrel from the left side; strength continues to come in every look; top of order type tools; MVP of Spring Kickoff, 6.80 at PG National",2021
Chase Burns,Tennessee,17,6-4,215,R/R,"Gallatin, TN",Rd 20 by Padres (2021),None,Cane's National 17u,"Up to 92 mph at 17u WWBA, big downhill angle with natural cut; late biting curveball in low-80s. Up to 99 at the PG National with feel for 4-pitches and a clean operation. Absolutely firm present stuff.",2021
Tommy White,North Carolina State,18,6-1,220,R/R,"St. Pete Beach, FL",None,None,Florida Burn Platinum 2021,"Huge power to all fields as shown at the Underclass AA Games, plays a high level third base.  True middle of the order potential shown in Jupiter. Showed massive power at the PG National, with good recognition skills and an accurate barrel. ",2021
Shane Panzini,Virginia,19,6-3,220,R/R,"Spring Lake, NJ",Rd 4 by Royals (2021),None,9ers,Very good at the PG Underclass All American Games.  Exceptional outing at the Underclass World Championship and up to 93 in Jupiter.  Big promise here. Up to 95 at the PG National with a 4-pitch mix and matching release. Low effort and makings real command. ,2021
